timestamp,accX,accY,accZ,gyrX,gyrY,gyrZ
0,0.31,0.74,0.69,6.35,4.88,7.20
10,0.30,0.74,0.68,6.90,4.21,7.32
20,0.29,0.74,0.68,7.32,4.03,7.32
30,0.27,0.73,0.68,7.63,4.21,7.20
40,0.26,0.73,0.68,7.87,6.47,7.39
50,0.25,0.73,0.68,7.87,8.00,7.32
60,0.26,0.73,0.67,7.75,9.34,7.39
70,0.27,0.73,0.67,7.69,10.01,7.39
80,0.28,0.73,0.66,7.39,9.70,7.26
90,0.29,0.73,0.65,6.90,6.77,6.65
100,0.29,0.72,0.64,6.71,4.76,6.59
110,0.27,0.71,0.63,6.41,2.93,6.53
120,0.26,0.71,0.63,5.74,1.89,6.41
130,0.25,0.71,0.61,5.07,1.83,6.23
140,0.25,0.70,0.59,4.03,3.42,6.04
150,0.27,0.69,0.59,3.72,4.39,5.86
160,0.27,0.68,0.59,3.17,4.82,5.68
170,0.28,0.67,0.59,2.75,5.00,5.49
180,0.29,0.66,0.59,2.44,4.21,5.43
190,0.28,0.64,0.60,1.95,1.89,5.49
200,0.26,0.65,0.59,1.89,1.04,5.37
210,0.25,0.65,0.59,1.46,0.49,5.25
220,0.25,0.66,0.58,1.16,0.73,4.94
230,0.26,0.68,0.57,0.79,1.46,4.15
240,0.27,0.70,0.56,0.18,3.05,2.08
250,0.28,0.70,0.57,0.00,3.66,0.73
260,0.28,0.70,0.59,0.00,4.33,-0.61
270,0.29,0.68,0.61,0.24,4.64,-1.95
280,0.30,0.67,0.64,0.24,4.52,-4.33
300,0.31,0.64,0.68,0.18,2.56,-5.25
310,0.31,0.64,0.67,-0.12,1.59,-5.55
320,0.31,0.65,0.68,-0.55,0.73,-6.04
330,0.31,0.65,0.67,-0.55,0.55,-6.35
340,0.30,0.65,0.68,-0.37,0.92,-6.04
350,0.30,0.65,0.68,0.06,1.59,-5.55
360,0.30,0.65,0.69,0.49,2.44,-5.25
370,0.31,0.65,0.70,0.92,2.62,-5.07
380,0.31,0.66,0.71,0.92,-0.43,-4.64
390,0.29,0.70,0.69,0.31,-2.99,-4.70
400,0.27,0.72,0.68,-0.67,-4.88,-4.88
410,0.26,0.74,0.66,-1.40,-6.41,-5.00
420,0.26,0.75,0.64,-2.20,-7.69,-5.13
430,0.25,0.76,0.63,-4.33,-9.64,-5.74
440,0.25,0.77,0.63,-5.13,-9.70,-5.86
450,0.25,0.78,0.63,-5.74,-9.58,-5.92
460,0.24,0.79,0.63,-6.23,-9.40,-5.80
470,0.24,0.80,0.63,-6.04,-8.79,-5.31
480,0.24,0.83,0.64,-4.76,-8.24,-3.30
490,0.24,0.86,0.65,-3.30,-8.30,-1.59
500,0.23,0.87,0.68,-1.28,-9.03,0.00
510,0.23,0.89,0.70,0.49,-11.17,1.65
520,0.21,0.92,0.72,1.71,-14.53,2.87
530,0.20,0.99,0.72,4.52,-20.69,4.39
540,0.19,1.04,0.74,5.80,-22.83,5.37
550,0.17,1.09,0.77,7.14,-26.37,7.14
560,0.13,1.13,0.78,8.91,-31.13,10.13
570,0.08,1.17,0.80,11.54,-35.22,14.16
580,0.01,1.26,0.83,15.81,-38.82,22.09
590,-0.01,1.33,0.83,17.88,-39.86,25.63
600,-0.03,1.40,0.84,20.45,-41.20,28.87
610,-0.01,1.48,0.85,23.32,-44.86,32.17
620,0.03,1.55,0.84,26.98,-52.86,35.52
630,0.09,1.65,0.79,35.77,-83.98,44.43
640,0.07,1.65,0.74,41.87,-105.71,49.80
650,0.01,1.63,0.69,50.60,-127.20,56.95
660,-0.09,1.55,0.62,61.10,-143.49,64.27
