timestamp,accX,accY,accZ,gyrX,gyrY,gyrZ
0,0.30,0.63,0.64,3.72,2.87,-2.26
10,0.30,0.64,0.64,3.85,3.36,-2.62
20,0.31,0.64,0.65,3.48,3.85,-3.42
30,0.30,0.65,0.66,3.23,3.78,-3.97
40,0.31,0.65,0.66,2.81,3.72,-4.33
50,0.32,0.65,0.67,2.81,3.66,-4.52
60,0.33,0.64,0.67,2.50,2.69,-4.15
80,0.33,0.65,0.66,0.24,-0.92,-3.30
90,0.33,0.66,0.66,-0.73,-1.10,-2.62
100,0.33,0.66,0.66,-1.65,-1.40,-2.01
110,0.33,0.66,0.66,-2.44,-1.95,-1.65
120,0.32,0.68,0.66,-4.52,-2.26,-1.53
130,0.31,0.69,0.65,-4.94,-2.38,-1.65
140,0.32,0.70,0.65,-5.55,-2.32,-1.77
150,0.34,0.71,0.65,-6.04,-2.56,-2.20
160,0.34,0.73,0.65,-6.35,-4.03,-3.42
170,0.33,0.75,0.65,-6.23,-4.94,-3.60
180,0.33,0.76,0.64,-5.98,-5.07,-3.48
190,0.32,0.76,0.64,-5.37,-5.25,-3.17
200,0.31,0.75,0.64,-4.70,-5.19,-2.75
210,0.30,0.75,0.63,-3.85,-4.33,-2.26
220,0.29,0.77,0.61,-3.30,-3.78,-1.83
230,0.28,0.79,0.61,-2.62,-2.81,-1.40
240,0.29,0.81,0.61,-1.40,-1.71,-1.04
250,0.31,0.82,0.63,0.06,-1.34,-0.73
260,0.32,0.81,0.65,3.78,-2.81,1.28
270,0.31,0.79,0.66,5.62,-4.70,2.62
280,0.32,0.78,0.66,7.14,-6.16,4.15
290,0.31,0.76,0.66,8.73,-7.39,5.98
300,0.30,0.74,0.66,9.70,-9.03,7.69
310,0.23,0.71,0.66,10.62,-11.11,11.35
320,0.23,0.69,0.67,10.99,-10.13,12.76
330,0.22,0.68,0.66,11.11,-8.12,13.98
340,0.21,0.69,0.65,11.11,-5.62,14.71
350,0.21,0.70,0.64,10.99,-2.87,14.89
360,0.23,0.73,0.64,11.60,1.71,15.08
370,0.24,0.74,0.65,12.45,1.89,15.26
380,0.25,0.76,0.67,13.49,0.55,15.44
390,0.26,0.79,0.68,14.77,-2.81,15.44
400,0.24,0.84,0.69,16.05,-7.45,15.26
410,0.20,1.01,0.70,16.66,-18.74,14.28
420,0.20,1.13,0.70,16.30,-24.90,14.22
430,0.20,1.29,0.66,13.98,-32.10,14.16
440,0.15,1.51,0.58,10.01,-42.54,13.61
450,0.12,1.82,0.46,0.06,-71.41,3.17
470,-0.04,2.85,-0.20,-83.56,-89.97,-24.72
480,-0.17,3.38,-0.28,-109.07,-89.54,-42.36
490,-0.27,3.63,-0.35,-91.31,-83.50,-57.50
500,-0.56,3.37,-0.49,-10.86,-86.79,-61.04
510,-0.69,3.04,-0.80,21.18,-93.38,-40.89
520,-0.68,2.84,-0.93,50.54,-106.32,-38.33
530,-0.80,2.49,-1.02,94.79,-126.65,-45.17
540,-0.69,1.88,-0.94,147.89,-148.32,-50.66
550,-0.61,1.18,-0.83,227.48,-196.72,-64.27
560,-0.74,0.24,-0.27,262.15,-212.52,-65.37
570,-0.61,-0.34,-0.03,321.96,-225.59,-67.26
580,-0.51,-0.88,0.05,395.69,-238.16,-69.09
590,-0.70,-1.56,-0.01,472.78,-236.39,-69.95
600,-1.01,-2.27,0.05,608.76,-141.17,-34.12
610,-0.60,-4.00,0.07,683.65,-53.10,-39.73
620,1.41,-4.00,0.09,590.45,14.83,-24.66
630,1.94,-4.00,1.27,342.16,9.28,-50.11
640,1.33,-4.00,1.92,193.36,8.36,-178.16
650,1.71,-3.06,1.11,76.35,-26.98,-90.33
660,1.03,-2.22,0.70,4.70,-57.50,-13.18
670,0.16,-2.03,0.48,-64.39,-58.65,46.94
680,-0.54,-1.93,0.39,-117.61,-18.62,86.91
690,-0.76,-1.94,0.45,-153.44,56.76,125.24
700,0.02,-2.16,0.62,-193.12,205.14,205.14
710,0.26,-2.08,0.70,-211.85,218.63,222.60
720,0.21,-1.85,0.81,-221.92,206.85,232.97
730,0.04,-1.57,0.86,-216.49,188.35,233.15
740,-0.07,-1.19,0.82,-200.56,185.42,221.98
750,0.83,-1.02,0.65,-164.73,135.56,212.28
760,0.43,-0.92,0.64,-171.39,58.17,191.28
770,-0.03,-0.64,0.62,-185.30,8.12,148.13
780,-0.34,-0.21,0.63,-197.51,-6.90,104.86
790,-0.47,0.24,0.70,-201.60,2.44,64.82
800,-0.42,0.93,0.79,-190.49,38.82,61.10
810,-0.37,1.23,0.84,-180.42,47.91,44.43
820,-0.35,1.37,0.87,-165.95,48.77,27.71
830,-0.44,1.35,0.85,-150.02,48.10,13.12
840,-0.41,1.44,0.78,-140.99,31.74,-2.44
860,-0.32,1.66,0.63,-102.72,40.71,-11.29
870,-0.14,1.64,0.61,-85.39,49.74,-11.96
880,0.00,1.56,0.58,-71.66,53.28,-20.39
890,0.01,1.51,0.56,-62.50,39.55,-46.69
900,-0.02,1.53,0.65,-51.57,36.19,-55.18
910,0.07,1.47,0.70,-43.58,38.57,-59.14
920,0.15,1.43,0.80,-36.87,40.59,-57.50
930,0.23,1.38,0.92,-29.97,39.12,-51.03
940,0.28,1.28,1.02,-12.94,32.71,-24.78
950,0.32,1.03,1.11,-6.35,28.02,-10.62
960,0.33,0.93,1.10,-3.36,22.34,-1.10
970,0.35,0.85,1.03,-3.23,16.72,4.88
980,0.34,0.80,0.95,-5.00,10.68,8.12
990,0.34,0.75,0.85,-12.88,-0.18,11.84
1000,0.35,0.68,0.64,-19.29,-0.98,14.04
1010,0.39,0.66,0.56,-25.57,0.55,13.49
1020,0.39,0.63,0.53,-30.64,1.71,9.77
1030,0.36,0.62,0.54,-34.97,2.44,7.32
1040,0.29,0.61,0.58,-37.41,4.27,9.03
1050,0.15,0.63,0.61,-35.58,7.39,11.60
1060,0.13,0.62,0.63,-32.84,11.60,14.04
1070,0.13,0.61,0.63,-29.42,16.72,15.56
1080,0.16,0.60,0.61,-26.31,22.22,15.14
1090,0.26,0.63,0.55,-22.95,27.22,7.87
1100,0.30,0.65,0.52,-20.51,24.48,4.15
1110,0.33,0.66,0.49,-17.58,18.68,1.83
1120,0.34,0.66,0.49,-14.83,10.80,-0.18
1130,0.35,0.66,0.52,-13.18,1.46,-2.81
1140,0.30,0.68,0.56,-10.62,-12.82,-5.98
1150,0.26,0.71,0.58,-9.77,-16.66,-6.29
