timestamp,accX,accY,accZ,gyrX,gyrY,gyrZ
0,0.46,0.73,-0.03,-1.95,4.33,-1.46
10,0.46,0.73,-0.02,-2.44,4.21,-0.61
20,0.46,0.75,-0.03,-2.50,3.23,-1.04
30,0.45,0.76,-0.04,-2.93,1.83,-1.34
40,0.46,0.77,-0.05,-3.05,-15.08,-1.16
60,0.44,0.80,-0.10,-5.62,-1.77,-1.89
70,0.45,0.82,-0.11,-7.02,-1.04,-3.30
80,0.47,0.81,-0.12,-7.87,0.31,-4.94
90,0.47,0.79,-0.12,-8.24,3.48,-8.30
100,0.44,0.75,-0.09,-10.38,5.62,-10.44
110,0.42,0.74,-0.06,-11.41,9.09,-12.08
120,0.42,0.73,-0.04,-11.54,13.06,-13.31
130,0.42,0.72,-0.01,-10.99,16.30,-14.83
140,0.42,0.71,0.00,-8.97,18.68,-20.02
150,0.41,0.68,0.01,-7.81,18.31,-23.25
160,0.39,0.66,0.01,-6.47,16.78,-26.79
170,0.38,0.65,0.02,-5.19,14.83,-30.64
180,0.39,0.66,0.02,-4.58,13.85,-34.79
190,0.39,0.66,0.02,-2.56,10.13,-43.88
200,0.36,0.62,0.02,-1.34,8.30,-48.34
210,0.36,0.59,0.03,-0.73,6.90,-52.55
220,0.35,0.56,0.03,-0.55,5.98,-56.09
230,0.33,0.53,0.05,-0.55,4.88,-59.63
240,0.30,0.51,0.09,-3.97,5.80,-68.54
250,0.28,0.48,0.06,-4.82,6.35,-73.06
260,0.31,0.44,0.05,-4.64,6.71,-76.42
270,0.33,0.41,0.03,-4.39,7.69,-78.31
280,0.32,0.37,0.02,-5.07,8.36,-80.02
290,0.31,0.36,0.00,-7.93,11.35,-87.28
300,0.29,0.37,0.02,-8.54,15.81,-88.32
310,0.26,0.32,0.02,-7.57,17.64,-88.38
320,0.18,0.28,0.02,-8.85,18.92,-94.48
330,0.09,0.28,0.03,-12.70,25.09,-101.38
340,0.09,0.38,0.04,-19.53,50.35,-115.23
350,0.06,0.32,0.00,-19.65,62.38,-114.32
360,0.06,0.30,-0.07,-22.16,72.27,-119.81
370,0.12,0.31,-0.15,-26.31,79.16,-128.54
380,0.21,0.35,-0.24,-32.53,85.08,-130.07
390,0.26,0.51,-0.47,-46.75,86.67,-136.96
400,0.29,0.60,-0.58,-51.57,89.17,-141.11
410,0.32,0.67,-0.68,-55.24,95.52,-147.46
420,0.37,0.76,-0.77,-58.04,104.74,-152.40
430,0.42,0.90,-0.87,-60.79,133.30,-156.19
450,0.66,1.68,-1.38,-61.71,166.93,-145.87
460,0.83,1.95,-1.63,-51.09,183.29,-124.76
470,1.02,2.13,-1.91,-41.32,195.68,-120.85
480,1.33,2.30,-2.23,-19.23,200.20,-116.52
490,2.00,2.79,-2.81,-15.87,196.66,-104.37
500,2.21,2.97,-2.92,13.92,194.15,-93.32
510,2.38,2.84,-2.98,60.97,195.25,-69.64
520,2.56,2.43,-2.88,122.19,201.84,-34.48
530,2.82,2.16,-2.76,227.42,200.20,52.00
540,3.09,1.53,-2.83,275.70,176.57,98.27
550,3.01,1.20,-2.94,314.94,148.50,136.72
560,2.95,0.89,-2.95,346.19,124.15,162.60
570,2.89,0.62,-2.94,368.35,104.06,180.79
580,2.74,0.37,-2.84,395.39,83.13,215.15
590,2.44,-0.05,-2.50,404.66,83.56,230.90
600,2.28,-0.24,-2.27,410.46,85.63,241.03
610,2.17,-0.41,-2.04,411.80,86.12,246.77
620,1.99,-0.61,-1.79,409.42,82.52,246.28
630,1.87,-1.01,-1.16,384.16,68.60,225.95
640,1.52,-1.16,-0.71,362.49,61.65,207.89
650,1.33,-1.16,-0.43,332.15,53.16,186.34
660,1.13,-1.14,-0.28,298.28,38.45,168.15
670,0.87,-1.03,-0.19,264.22,21.73,164.12
680,0.26,-0.94,0.01,213.68,10.01,160.10
690,0.03,-0.98,0.08,194.40,18.01,154.42
700,-0.11,-1.02,0.11,175.60,32.23,148.68
710,-0.11,-1.10,0.19,157.35,48.03,140.32
720,-0.10,-1.21,0.29,138.92,58.41,127.20
730,0.06,-1.28,0.49,77.51,49.62,78.49
740,0.08,-1.18,0.54,42.30,28.44,43.46
750,0.09,-1.10,0.53,13.31,-0.31,5.43
760,0.11,-1.06,0.47,-10.80,-31.62,-31.49
770,0.05,-1.07,0.37,-37.90,-63.48,-119.93
780,-0.55,-0.45,0.14,-104.37,-70.56,-115.05
790,-0.54,-0.03,0.16,-108.76,-33.81,-87.10
800,-0.23,0.00,0.19,-85.21,-0.55,-59.63
810,0.03,-0.14,0.19,-61.10,13.06,-53.83
820,0.09,-0.17,0.17,-57.80,11.84,-63.54
840,0.40,0.27,-0.06,-95.15,5.92,-80.44
850,0.54,0.42,-0.18,-105.65,0.24,-87.46
860,0.64,0.56,-0.29,-113.89,-9.64,-89.54
870,0.71,0.68,-0.36,-118.90,-33.45,-93.14
880,0.80,0.79,-0.49,-121.09,-43.27,-97.53
890,0.82,0.78,-0.55,-120.42,-50.17,-101.44
900,0.84,0.79,-0.62,-121.64,-52.25,-103.45
910,0.85,0.88,-0.69,-125.55,-50.11,-105.53
920,0.83,1.00,-0.74,-130.98,-38.57,-108.46
930,0.83,1.17,-0.72,-129.46,-30.58,-109.01
940,0.90,1.22,-0.69,-125.73,-22.71,-107.91
950,0.99,1.24,-0.69,-121.22,-19.35,-104.13
960,1.05,1.23,-0.69,-115.97,-23.56,-98.02
970,1.10,1.19,-0.69,-104.49,-49.13,-83.74
980,1.12,1.10,-0.70,-101.01,-67.08,-77.21
990,1.02,1.08,-0.67,-100.34,-85.82,-71.78
1000,0.91,1.14,-0.68,-102.17,-98.21,-66.77
1010,0.85,1.20,-0.65,-101.99,-100.77,-63.78
1020,0.76,1.25,-0.61,-92.83,-91.37,-59.69
1030,0.67,1.26,-0.56,-86.06,-82.09,-53.96
1040,0.78,1.30,-0.51,-78.19,-68.79,-42.42
1050,0.89,1.30,-0.47,-68.30,-60.97,-29.66
1060,0.91,1.25,-0.45,-58.96,-66.16,-15.14
1070,0.87,1.14,-0.44,-48.52,-93.08,2.50
1080,0.82,1.13,-0.45,-47.24,-108.58,1.04
1090,0.80,1.13,-0.44,-47.73,-122.13,-1.22
1100,0.71,1.15,-0.44,-48.28,-134.16,-2.87
1110,0.54,1.16,-0.45,-47.12,-141.85,-5.00
1120,0.56,1.18,-0.37,-43.09,-136.54,-12.45
1130,0.61,1.19,-0.33,-37.90,-133.61,-1.59
1140,0.59,1.19,-0.30,-31.74,-131.96,10.25
1150,0.44,1.11,-0.24,-24.84,-129.88,16.91
