timestamp,accX,accY,accZ,gyrX,gyrY,gyrZ
0,0.66,0.70,0.17,0.31,-0.49,1.95
10,0.66,0.70,0.17,0.31,-0.24,2.01
20,0.67,0.70,0.17,0.43,0.31,2.08
30,0.68,0.70,0.17,0.73,0.24,2.20
40,0.68,0.69,0.17,0.85,-0.49,1.95
60,0.68,0.69,0.17,0.85,-1.83,2.01
70,0.67,0.68,0.18,0.92,-2.32,2.08
80,0.66,0.68,0.17,0.79,-2.75,1.89
90,0.67,0.68,0.17,0.61,-3.05,1.65
100,0.65,0.69,0.17,-0.18,-2.32,1.83
110,0.65,0.69,0.17,-0.37,-1.59,1.71
120,0.65,0.69,0.17,-0.55,-0.85,1.53
130,0.66,0.69,0.16,-0.79,-0.12,1.53
140,0.67,0.69,0.16,-1.40,0.55,1.34
150,0.67,0.69,0.17,-1.53,0.43,0.98
160,0.67,0.70,0.17,-1.71,0.00,1.04
170,0.67,0.69,0.17,-1.59,-0.12,1.28
180,0.66,0.69,0.17,-1.59,-0.12,1.40
190,0.66,0.70,0.17,-1.77,0.12,1.46
200,0.66,0.69,0.16,-1.71,0.12,1.46
210,0.66,0.69,0.17,-1.71,-0.12,1.53
220,0.66,0.69,0.16,-1.71,-0.06,1.34
230,0.66,0.69,0.17,-1.65,0.06,1.34
240,0.65,0.70,0.17,-1.65,0.73,0.98
250,0.66,0.70,0.16,-1.40,1.16,0.79
260,0.67,0.70,0.16,-1.10,1.10,0.92
270,0.67,0.69,0.16,-1.16,0.61,0.98
280,0.67,0.69,0.17,-1.34,0.00,1.10
290,0.67,0.69,0.17,-1.65,-0.06,1.04
300,0.66,0.69,0.17,-1.34,0.24,1.10
310,0.66,0.68,0.16,-1.22,0.43,0.98
320,0.66,0.68,0.16,-1.40,0.98,0.73
330,0.66,0.68,0.16,-1.59,1.40,0.43
340,0.66,0.68,0.16,-1.77,1.65,-0.06
350,0.65,0.67,0.16,-1.65,1.89,-0.49
360,0.64,0.67,0.16,-1.59,1.71,-0.79
370,0.64,0.66,0.16,-1.59,1.71,-1.46
380,0.65,0.65,0.16,-1.53,1.65,-2.32
390,0.65,0.63,0.17,-1.40,0.12,-4.33
400,0.65,0.62,0.17,-1.10,-0.24,-5.00
410,0.65,0.60,0.18,-0.98,0.06,-5.74
420,0.64,0.57,0.19,-0.49,0.37,-6.96
430,0.63,0.54,0.20,-0.18,0.55,-8.61
450,0.56,0.43,0.24,2.08,0.85,-14.95
460,0.51,0.41,0.24,2.26,1.34,-18.01
470,0.46,0.36,0.22,2.56,3.91,-22.03
480,0.42,0.31,0.21,2.81,16.91,-32.41
500,0.37,0.15,0.24,0.24,35.03,-47.49
510,0.36,0.12,0.25,-1.59,41.56,-56.46
520,0.33,0.06,0.26,-2.99,50.05,-62.93
530,0.32,-0.00,0.27,-4.70,70.13,-80.26
540,0.34,-0.03,0.28,-12.33,79.53,-89.90
550,0.33,-0.05,0.26,-15.62,87.04,-93.44
560,0.27,-0.12,0.23,-19.90,94.67,-93.87
570,0.36,-0.13,0.19,-26.49,104.55,-101.93
580,0.39,-0.12,0.14,-43.09,113.46,-118.84
590,0.40,-0.08,0.04,-52.55,119.38,-122.01
600,0.40,-0.05,0.01,-62.26,126.16,-120.85
610,0.35,-0.03,-0.01,-71.96,131.16,-124.08
620,0.35,0.03,-0.07,-80.69,137.21,-126.22
630,0.37,0.11,-0.14,-96.68,148.99,-132.14
640,0.33,0.23,-0.32,-107.42,155.09,-132.39
650,0.29,0.35,-0.43,-117.19,159.24,-133.85
660,0.26,0.51,-0.57,-126.83,161.44,-137.08
670,0.20,0.68,-0.72,-135.13,163.82,-139.34
680,0.16,1.01,-1.06,-148.25,182.13,-141.60
690,0.47,1.15,-1.22,-149.17,191.65,-141.60
700,0.59,1.23,-1.34,-145.81,194.82,-139.34
710,0.77,1.33,-1.43,-141.97,196.11,-131.71
720,0.91,1.50,-1.53,-136.72,196.53,-121.77
730,1.03,2.05,-1.72,-105.96,188.05,-93.75
740,0.97,2.01,-1.88,-77.33,182.68,-73.85
750,0.96,2.11,-2.03,-53.04,181.88,-80.20
760,1.04,2.25,-2.18,-25.33,182.56,-60.97
770,1.07,2.36,-2.32,-0.79,182.37,-40.04
780,1.27,2.27,-2.47,73.97,182.13,-7.14
790,1.51,2.30,-2.60,122.50,179.32,5.80
800,1.76,2.14,-2.63,158.69,171.39,15.38
810,1.88,1.96,-2.64,198.43,155.46,23.62
820,1.90,1.78,-2.67,232.54,138.73,41.50
840,1.95,1.27,-2.96,323.43,108.46,61.71
850,2.11,1.08,-3.04,350.04,107.54,76.66
860,2.37,0.93,-3.04,368.96,109.44,97.29
870,2.56,0.78,-3.02,388.79,94.60,151.37
880,2.65,0.33,-2.86,424.93,91.49,181.40
890,2.60,0.09,-2.78,435.91,77.27,203.12
900,2.50,-0.13,-2.65,441.77,64.58,216.49
910,2.37,-0.29,-2.49,441.28,53.71,222.96
920,2.21,-0.40,-2.31,424.26,36.87,219.18
930,1.76,-0.67,-1.86,412.54,30.64,213.13
940,1.52,-0.83,-1.55,396.06,25.51,203.61
950,1.29,-0.95,-1.26,372.44,20.81,189.76
960,1.09,-1.03,-0.98,343.57,16.17,173.89
970,0.77,-1.05,-0.74,277.34,6.41,147.52
980,0.30,-0.98,-0.35,248.66,11.72,138.85
990,0.19,-0.98,-0.22,224.00,19.96,131.59
1000,0.09,-1.02,-0.10,202.27,27.28,125.12
1010,0.04,-1.06,-0.02,182.68,32.17,117.37
1020,0.02,-1.07,0.05,145.81,26.18,87.04
1030,-0.00,-1.07,0.07,125.79,13.85,63.78
1040,-0.06,-0.96,0.05,101.01,-1.40,38.15
1050,-0.15,-0.88,0.03,77.45,-16.24,10.19
1060,-0.17,-0.81,0.09,53.34,-26.61,-18.86
1070,-0.22,-0.72,0.21,-2.56,-35.71,-79.77
1080,-0.30,-0.63,0.28,-35.64,-30.03,-114.20
1090,-0.27,-0.38,0.29,-68.24,-15.81,-147.83
1100,-0.18,0.07,0.31,-90.15,-0.18,-162.54
1110,-0.02,0.46,0.34,-90.76,8.73,-148.68
1120,0.27,0.58,0.31,-44.80,-1.10,-82.64
1130,0.34,0.45,0.28,-28.81,-14.10,-63.66
1140,0.35,0.46,0.23,-28.81,-25.63,-57.68
1150,0.37,0.55,0.17,-37.11,-30.76,-53.96
