timestamp,accX,accY,accZ,gyrX,gyrY,gyrZ
0,0.37,0.85,-0.01,-4.94,7.26,-3.91
10,0.39,0.87,-0.01,-6.47,7.75,-5.19
20,0.42,0.88,0.00,-7.39,7.87,-6.41
30,0.44,0.89,0.02,-8.18,7.08,-7.26
40,0.45,0.89,0.04,-8.61,5.00,-7.26
50,0.47,0.91,0.08,-8.91,-0.79,-5.86
60,0.47,0.93,0.10,-9.09,-4.09,-5.13
70,0.46,0.94,0.10,-8.79,-6.90,-4.33
80,0.46,0.95,0.11,-8.24,-9.34,-2.93
90,0.46,0.95,0.11,-7.26,-11.41,-0.92
100,0.42,0.94,0.11,-5.62,-13.92,2.99
110,0.42,0.95,0.11,-5.07,-13.55,5.37
120,0.42,0.96,0.10,-4.58,-12.57,7.69
130,0.42,0.96,0.09,-3.85,-12.33,9.40
140,0.42,0.95,0.07,-3.05,-12.70,12.27
160,0.47,0.89,0.06,-1.65,-17.40,15.56
170,0.48,0.88,0.06,-1.71,-21.24,17.46
180,0.47,0.89,0.05,-2.50,-25.82,18.74
190,0.46,0.90,0.04,-3.48,-33.02,19.47
200,0.42,0.87,0.00,-3.60,-34.48,19.10
210,0.40,0.85,-0.01,-3.97,-34.00,17.52
220,0.40,0.84,-0.01,-4.76,-31.31,14.89
230,0.38,0.84,-0.01,-5.98,-27.83,12.02
240,0.36,0.83,-0.00,-7.51,-15.99,7.87
250,0.39,0.85,0.04,-8.18,-8.79,6.47
260,0.41,0.86,0.06,-8.54,-3.48,5.55
270,0.44,0.87,0.07,-8.48,-0.12,4.82
280,0.46,0.88,0.08,-8.36,1.65,4.39
290,0.48,0.88,0.09,-6.65,-0.43,3.42
300,0.50,0.85,0.10,-5.68,-3.30,2.99
310,0.50,0.84,0.11,-5.00,-5.43,2.50
320,0.50,0.83,0.12,-4.33,-7.14,0.92
330,0.51,0.80,0.12,-3.30,-9.09,-0.85
340,0.52,0.77,0.13,-0.85,-12.57,-3.05
350,0.54,0.71,0.14,-0.37,-13.98,-3.48
360,0.53,0.68,0.15,-0.18,-15.62,-3.54
370,0.53,0.66,0.16,-0.43,-17.09,-3.60
380,0.52,0.64,0.17,-1.10,-17.88,-3.78
390,0.50,0.66,0.17,-4.39,-17.09,-4.88
400,0.47,0.68,0.16,-5.74,-15.32,-5.80
410,0.45,0.68,0.16,-6.53,-12.57,-7.20
420,0.45,0.68,0.15,-6.96,-9.22,-8.48
430,0.44,0.68,0.15,-7.57,-6.16,-9.22
440,0.44,0.70,0.14,-8.97,-1.53,-10.07
450,0.43,0.71,0.13,-9.34,0.12,-10.62
460,0.41,0.72,0.12,-9.95,1.71,-11.41
470,0.41,0.72,0.11,-10.07,3.30,-12.45
480,0.41,0.72,0.10,-9.58,4.33,-13.37
490,0.40,0.68,0.09,-8.97,5.74,-15.69
500,0.38,0.66,0.09,-8.67,6.41,-17.58
510,0.38,0.63,0.10,-8.24,7.69,-19.90
520,0.38,0.59,0.12,-7.20,9.09,-22.09
530,0.37,0.53,0.13,-5.74,10.62,-27.28
550,0.32,0.37,0.16,-5.13,15.50,-34.97
560,0.29,0.30,0.17,-4.70,20.26,-39.67
570,0.28,0.23,0.18,-5.92,27.53,-46.33
580,0.29,0.17,0.19,-8.06,42.18,-63.42
590,0.27,0.10,0.20,-16.17,48.58,-74.22
600,0.29,0.09,0.22,-21.18,55.11,-83.50
610,0.35,0.08,0.25,-26.25,59.08,-90.94
620,0.41,0.06,0.27,-32.96,58.72,-99.91
630,0.45,0.07,0.28,-52.06,49.26,-115.84
640,0.44,0.15,0.21,-60.24,43.52,-120.79
650,0.44,0.22,0.17,-67.02,39.00,-125.55
660,0.42,0.22,0.12,-72.69,36.80,-125.98
670,0.41,0.22,0.08,-78.25,37.54,-128.17
680,0.39,0.23,0.02,-94.30,45.90,-138.12
690,0.37,0.37,-0.17,-103.03,53.47,-140.75
700,0.36,0.45,-0.30,-110.41,65.98,-144.90
710,0.35,0.61,-0.48,-119.63,80.38,-151.37
720,0.38,0.89,-0.71,-129.27,94.91,-156.98
730,0.45,1.16,-0.99,-127.44,123.60,-159.00
740,0.69,1.39,-1.07,-120.12,132.81,-160.83
750,0.84,1.52,-1.10,-111.45,137.88,-152.22
760,0.95,1.64,-1.09,-98.63,139.10,-131.23
770,0.95,1.74,-1.04,-83.01,137.21,-104.31
780,0.86,1.94,-1.05,-56.82,132.32,-81.24
790,0.74,2.16,-1.13,-45.47,131.10,-75.44
800,0.65,2.34,-1.24,-28.44,135.19,-64.33
810,0.61,2.46,-1.36,-6.59,144.65,-54.44
820,0.67,2.51,-1.45,17.58,158.20,-43.09
830,0.94,2.55,-1.55,62.01,172.00,-20.87
