timestamp,accX,accY,accZ,gyrX,gyrY,gyrZ
0,0.58,0.68,0.38,-2.62,2.38,0.12
10,0.58,0.69,0.38,-2.93,3.17,0.37
20,0.58,0.70,0.37,-2.93,4.46,0.55
30,0.58,0.71,0.37,-2.93,4.76,0.85
40,0.59,0.71,0.37,-2.81,4.70,1.22
50,0.58,0.71,0.38,-2.50,4.27,1.83
60,0.57,0.71,0.38,-2.50,3.54,2.44
70,0.56,0.71,0.38,-1.83,2.93,3.11
80,0.54,0.71,0.38,-1.71,3.11,3.23
90,0.54,0.72,0.37,-1.65,3.54,3.23
100,0.54,0.72,0.36,-1.28,4.15,2.75
110,0.55,0.72,0.35,-1.04,4.52,2.56
120,0.57,0.72,0.35,-0.55,4.64,2.08
130,0.57,0.70,0.36,-0.37,3.78,1.71
140,0.57,0.69,0.36,-0.55,3.30,1.34
150,0.56,0.69,0.37,-0.43,3.60,0.79
160,0.57,0.69,0.37,-0.49,4.33,0.18
170,0.57,0.70,0.37,-0.92,5.31,-1.16
180,0.58,0.71,0.37,-0.92,5.49,-1.89
190,0.59,0.71,0.37,-0.85,5.19,-2.56
200,0.60,0.71,0.37,-1.16,4.15,-3.11
210,0.59,0.71,0.37,-1.46,2.81,-3.17
220,0.58,0.73,0.37,-1.95,0.55,-3.05
230,0.56,0.74,0.36,-2.20,0.18,-2.99
240,0.56,0.76,0.35,-2.32,0.43,-2.62
250,0.55,0.78,0.33,-2.38,0.79,-1.77
260,0.56,0.78,0.32,-2.08,1.59,-0.61
270,0.56,0.76,0.32,-1.46,2.08,1.95
280,0.56,0.75,0.33,-1.65,1.59,3.23
290,0.55,0.75,0.34,-1.89,1.59,3.91
300,0.55,0.74,0.34,-2.08,1.65,4.58
310,0.54,0.74,0.35,-2.44,2.01,5.00
320,0.51,0.71,0.34,-2.81,3.66,5.43
330,0.50,0.70,0.33,-3.23,4.76,5.62
340,0.50,0.68,0.33,-3.66,6.35,5.55
350,0.50,0.65,0.34,-3.72,7.87,5.19
360,0.49,0.61,0.36,-3.17,9.34,2.20
380,0.43,0.47,0.56,0.61,13.67,-4.33
390,0.44,0.44,0.66,2.26,15.56,-8.91
400,0.47,0.40,0.76,4.94,16.91,-14.47
410,0.52,0.35,0.83,8.30,13.98,-25.82
420,0.61,0.24,0.95,14.53,9.22,-31.74
430,0.65,0.19,1.03,15.69,3.66,-38.39
440,0.72,0.15,1.11,15.87,-2.20,-44.98
450,0.79,0.10,1.16,15.99,-9.28,-51.76
460,0.79,0.04,1.21,13.79,-25.82,-69.03
470,0.81,-0.02,1.27,10.99,-32.04,-79.65
480,0.80,-0.02,1.25,6.47,-38.39,-89.60
490,0.76,-0.00,1.19,-0.92,-43.76,-98.88
500,0.73,0.03,1.09,-8.30,-46.57,-108.58
510,0.70,0.07,0.98,-25.21,-48.89,-129.94
520,0.76,0.20,0.73,-35.71,-49.32,-141.85
530,0.83,0.28,0.63,-46.81,-49.38,-153.93
540,0.96,0.42,0.54,-59.94,-49.13,-165.77
550,1.07,0.54,0.48,-70.13,-49.99,-179.26
560,1.24,0.71,0.36,-78.55,-55.97,-198.24
570,1.57,0.90,0.31,-80.38,-61.28,-200.87
580,1.75,1.03,0.23,-82.09,-66.10,-200.13
590,1.88,1.13,0.17,-79.10,-76.17,-197.14
600,1.93,1.20,0.12,-74.28,-91.86,-190.61
610,1.91,1.34,0.02,-64.94,-125.00,-169.80
620,1.75,1.46,-0.04,-63.60,-139.59,-157.29
630,1.62,1.59,-0.14,-61.65,-150.02,-144.90
640,1.50,1.70,-0.26,-59.88,-154.54,-134.22
650,1.39,1.79,-0.42,-59.57,-155.40,-125.73
660,1.12,2.06,-0.78,-59.08,-152.22,-100.89
670,1.02,2.20,-0.99,-55.91,-143.13,-87.52
680,1.00,2.26,-1.19,-46.88,-127.93,-69.82
690,1.00,2.35,-1.28,-35.71,-109.01,-45.47
700,1.06,2.46,-1.30,-20.69,-90.03,-17.15
710,1.22,2.45,-1.29,34.85,-64.27,41.08
720,1.33,2.32,-1.27,68.91,-54.02,71.84
730,1.43,2.13,-1.26,102.72,-47.97,98.33
740,1.52,1.92,-1.22,133.48,-44.92,119.08
750,1.55,1.69,-1.20,161.56,-43.58,152.83
770,1.38,1.24,-1.18,215.70,-34.00,185.06
780,1.35,1.06,-1.19,233.22,-19.23,202.09
790,1.36,0.88,-1.24,248.29,-2.62,215.82
800,1.42,0.70,-1.27,263.73,23.44,230.96
810,1.63,0.32,-1.21,294.74,28.75,232.36
820,1.72,0.11,-1.20,311.71,26.55,229.19
830,1.78,-0.12,-1.24,329.41,19.10,225.89
840,1.83,-0.34,-1.28,345.52,7.57,227.48
850,1.85,-0.52,-1.26,369.63,-12.94,234.99
860,1.72,-0.94,-1.21,378.66,-20.08,234.56
870,1.62,-1.14,-1.19,384.28,-23.86,232.42
880,1.56,-1.40,-1.08,386.47,-22.89,228.39
890,1.50,-1.70,-0.88,386.41,-16.36,224.24
900,1.43,-2.18,-0.68,369.02,3.36,205.57
910,1.24,-2.90,-0.21,349.00,4.52,212.77
920,1.14,-3.21,0.05,308.90,11.41,203.74
930,1.01,-3.17,0.33,259.46,18.31,176.33
940,0.93,-2.90,0.51,211.67,22.95,166.87
950,0.84,-2.62,0.68,152.40,15.08,153.14
960,0.37,-2.62,0.69,133.18,11.05,149.05
970,0.23,-2.64,0.73,108.76,16.11,145.02
980,0.12,-2.54,0.77,77.58,28.44,139.16
990,0.09,-2.44,0.83,45.90,48.16,132.02
1000,0.22,-1.97,0.84,-5.37,85.51,126.65
1010,0.30,-1.79,0.84,-21.67,94.48,125.55
1020,0.42,-1.56,0.85,-36.99,97.35,118.29
1030,0.51,-1.35,0.83,-49.13,93.69,107.91
1040,0.60,-1.16,0.81,-58.78,89.05,97.35
1050,0.81,-0.86,0.78,-74.04,79.28,71.41
