timestamp,accX,accY,accZ,gyrX,gyrY,gyrZ
0,0.51,0.68,0.33,-0.12,-5.19,0.67
10,0.50,0.67,0.34,0.24,-5.19,0.06
20,0.49,0.66,0.34,1.16,-5.37,-0.79
30,0.47,0.66,0.36,1.34,-5.00,-1.10
40,0.48,0.66,0.36,1.28,-4.46,-1.65
50,0.48,0.66,0.36,1.16,-3.66,-2.14
60,0.48,0.66,0.37,0.67,-3.60,-2.44
70,0.47,0.67,0.37,-1.53,-3.30,-3.36
80,0.44,0.71,0.35,-2.38,-2.08,-4.39
90,0.43,0.71,0.34,-3.11,-0.43,-5.00
100,0.43,0.72,0.33,-3.66,1.59,-5.25
110,0.44,0.72,0.32,-4.03,3.36,-5.37
120,0.46,0.71,0.32,-4.76,4.82,-5.68
130,0.48,0.73,0.32,-5.25,4.39,-5.49
140,0.47,0.75,0.32,-5.68,4.15,-5.49
150,0.47,0.76,0.32,-5.37,4.09,-5.62
160,0.45,0.78,0.30,-4.94,4.58,-5.68
170,0.45,0.79,0.28,-4.21,7.45,-5.49
180,0.45,0.82,0.27,-4.15,9.34,-5.37
190,0.46,0.83,0.26,-4.09,11.05,-5.25
200,0.48,0.83,0.26,-3.72,12.27,-5.13
210,0.50,0.83,0.27,-3.11,12.63,-5.07
220,0.52,0.83,0.28,-2.50,11.29,-5.31
230,0.52,0.83,0.28,-2.50,10.50,-5.55
240,0.52,0.83,0.28,-2.14,10.01,-6.16
250,0.52,0.83,0.28,-1.53,10.07,-6.84
260,0.52,0.82,0.28,-1.04,10.31,-7.63
270,0.51,0.82,0.28,-1.22,11.72,-8.42
280,0.50,0.83,0.28,-1.22,12.94,-8.42
290,0.50,0.83,0.29,-1.04,13.73,-8.12
300,0.50,0.82,0.29,-0.31,13.98,-7.57
310,0.51,0.82,0.29,0.31,13.49,-6.10
330,0.50,0.77,0.29,1.10,8.00,-5.37
340,0.48,0.75,0.30,1.46,5.92,-5.49
350,0.46,0.72,0.32,1.77,4.94,-6.41
360,0.45,0.68,0.34,3.05,6.96,-10.38
370,0.36,0.60,0.44,5.68,11.66,-13.55
380,0.40,0.58,0.51,6.77,17.70,-17.88
390,0.47,0.55,0.58,8.12,21.24,-22.40
400,0.54,0.53,0.66,9.52,21.36,-26.67
410,0.61,0.50,0.76,11.90,11.60,-35.22
420,0.78,0.47,0.94,12.57,0.24,-40.10
430,0.77,0.46,1.00,12.76,-13.92,-45.84
440,0.73,0.44,1.04,12.21,-25.27,-52.19
450,0.68,0.43,1.04,11.78,-31.13,-58.96
460,0.65,0.41,1.03,10.44,-35.22,-73.18
470,0.63,0.40,0.97,6.65,-37.48,-80.57
480,0.64,0.43,0.91,0.98,-40.47,-87.83
490,0.62,0.44,0.85,-4.58,-43.70,-94.54
500,0.64,0.50,0.77,-10.56,-45.10,-100.77
510,0.67,0.53,0.60,-20.51,-51.21,-115.91
520,0.69,0.58,0.55,-25.51,-57.68,-123.47
530,0.70,0.64,0.49,-30.52,-65.00,-129.52
540,0.73,0.74,0.44,-34.24,-72.02,-133.30
550,0.76,0.82,0.40,-35.77,-78.43,-137.70
560,0.77,0.94,0.33,-41.26,-88.13,-151.49
570,0.93,0.97,0.26,-41.20,-92.65,-160.89
580,1.01,1.04,0.18,-42.05,-97.78,-162.78
590,1.08,1.14,0.06,-42.79,-103.52,-159.55
600,1.16,1.26,-0.06,-44.31,-108.34,-155.82
610,1.32,1.56,-0.28,-51.15,-122.25,-149.11
620,1.38,1.72,-0.43,-54.69,-131.23,-142.09
630,1.34,1.92,-0.61,-57.37,-141.05,-131.65
640,1.23,2.15,-0.80,-59.88,-148.19,-119.02
650,1.05,2.43,-0.99,-58.65,-148.93,-108.03
660,0.76,2.78,-1.37,-29.42,-126.65,-76.48
670,0.75,2.79,-1.43,-1.16,-102.11,-49.87
680,0.90,2.73,-1.46,31.49,-71.66,-21.00
690,1.17,2.59,-1.42,65.19,-44.13,8.73
700,1.41,2.45,-1.36,97.66,-29.11,60.24
720,1.78,1.76,-1.29,187.44,-46.81,96.44
730,1.73,1.57,-1.25,205.20,-57.50,112.85
740,1.58,1.37,-1.18,221.37,-60.67,128.11
750,1.46,1.17,-1.13,236.39,-35.46,160.83
760,1.44,0.81,-1.09,264.59,-16.48,174.99
770,1.49,0.61,-1.06,278.87,-1.04,185.49
780,1.56,0.38,-1.01,294.01,8.30,191.83
790,1.59,0.14,-0.93,306.58,9.34,194.82
800,1.58,-0.09,-0.86,322.63,-6.90,200.81
810,1.36,-0.42,-0.80,328.00,-14.53,208.13
820,1.31,-0.60,-0.78,330.57,-20.39,214.72
830,1.23,-0.74,-0.72,327.45,-25.88,216.74
840,1.13,-0.92,-0.61,325.20,-26.49,213.50
850,1.06,-1.19,-0.47,323.49,-5.74,195.74
860,1.10,-1.76,-0.26,316.53,9.16,190.43
870,1.11,-2.11,-0.14,304.14,23.44,183.53
880,1.13,-2.46,0.03,285.10,34.67,176.57
890,1.09,-2.74,0.26,255.07,40.77,164.67
900,1.03,-2.87,0.84,174.99,51.64,135.31
910,0.90,-2.58,1.02,135.19,57.80,132.26
920,0.85,-2.41,1.11,109.74,58.11,126.46
930,0.68,-2.31,1.12,91.00,52.86,122.13
940,0.47,-2.26,1.08,73.30,51.57,124.08
950,0.26,-2.12,0.96,33.69,79.77,130.49
960,0.20,-1.94,0.90,10.74,97.66,136.78
970,0.28,-1.77,0.84,-9.40,108.76,144.90
980,0.31,-1.60,0.83,-28.50,104.92,141.97
990,0.32,-1.42,0.84,-48.22,92.41,124.21
1000,0.36,-1.00,0.80,-85.88,76.29,66.28
1010,0.41,-0.80,0.76,-99.18,72.75,42.05
1020,0.49,-0.63,0.67,-107.85,72.02,22.52
1030,0.62,-0.49,0.59,-113.04,70.50,4.21
1040,0.75,-0.37,0.53,-116.46,67.02,-11.23
1050,0.96,-0.16,0.48,-120.67,59.51,-31.86
1060,1.03,-0.07,0.46,-122.68,56.58,-37.11
1070,1.08,0.04,0.46,-123.17,55.60,-41.08
1080,1.14,0.14,0.45,-121.70,57.13,-40.65
1090,1.18,0.22,0.43,-118.47,60.67,-34.79
1110,1.38,0.32,0.39,-106.69,59.33,-28.26
1120,1.39,0.34,0.39,-103.09,51.15,-23.19
1130,1.37,0.35,0.39,-100.28,42.24,-17.27
1140,1.33,0.36,0.39,-97.17,22.83,-11.96
1150,1.22,0.39,0.44,-90.21,15.75,-9.70
