timestamp,accX,accY,accZ,gyrX,gyrY,gyrZ
0,0.45,0.79,0.30,4.33,8.30,1.10
10,0.45,0.78,0.31,3.97,8.12,0.79
20,0.47,0.77,0.31,3.48,8.12,0.67
30,0.49,0.76,0.32,3.11,8.42,0.85
50,0.50,0.76,0.34,1.53,7.14,0.79
60,0.50,0.77,0.34,1.10,6.90,0.79
70,0.51,0.78,0.33,0.98,6.29,0.92
80,0.50,0.77,0.33,1.10,4.03,1.89
90,0.50,0.76,0.33,1.16,2.81,2.20
100,0.50,0.75,0.34,1.04,1.83,2.69
110,0.50,0.74,0.35,1.10,1.04,3.60
120,0.48,0.74,0.35,0.98,0.06,3.85
130,0.47,0.74,0.35,-0.37,1.10,3.48
140,0.46,0.76,0.35,-0.67,2.08,3.23
150,0.46,0.77,0.34,-1.10,2.99,2.93
160,0.46,0.78,0.33,-1.34,3.85,2.87
170,0.46,0.77,0.33,-1.71,4.09,2.81
180,0.47,0.77,0.34,-2.62,2.69,2.75
190,0.47,0.77,0.35,-3.17,1.10,2.62
200,0.46,0.78,0.35,-3.54,-0.43,2.50
210,0.46,0.78,0.34,-3.36,-1.16,2.26
220,0.46,0.77,0.34,-3.17,-1.65,2.08
230,0.45,0.76,0.34,-4.09,-0.85,0.85
240,0.45,0.76,0.33,-4.46,0.85,-0.31
250,0.46,0.77,0.33,-5.00,2.50,-1.53
260,0.46,0.78,0.33,-5.37,4.27,-2.38
270,0.46,0.78,0.33,-5.37,5.80,-2.93
280,0.48,0.78,0.34,-5.00,7.08,-2.75
290,0.49,0.78,0.35,-5.00,6.16,-2.32
300,0.49,0.77,0.36,-4.82,4.58,-2.01
310,0.48,0.77,0.37,-4.39,2.75,-1.95
320,0.48,0.74,0.39,-3.54,0.61,-2.20
330,0.41,0.65,0.45,0.12,-3.60,-4.76
340,0.35,0.61,0.52,2.08,-2.75,-7.32
350,0.33,0.58,0.60,3.85,1.71,-11.90
360,0.31,0.54,0.71,7.02,7.75,-17.88
370,0.34,0.49,0.84,10.86,15.26,-24.05
380,0.62,0.34,1.07,21.61,19.96,-37.05
390,0.76,0.26,1.17,25.51,9.83,-42.66
400,0.80,0.16,1.26,28.14,-5.86,-48.40
410,0.77,0.09,1.36,29.24,-20.75,-55.18
420,0.77,0.01,1.41,30.40,-31.62,-77.76
