timestamp,accX,accY,accZ,gyrX,gyrY,gyrZ
0,0.43,-0.90,0.25,-1.10,5.19,1.16
10,0.43,-0.89,0.25,-1.16,5.13,1.28
20,0.42,-0.89,0.24,-1.10,5.00,1.53
30,0.42,-0.89,0.24,-1.04,4.82,1.59
40,0.42,-0.89,0.24,-0.61,4.58,1.65
50,0.42,-0.90,0.24,-0.49,4.15,1.59
60,0.42,-0.90,0.24,-0.43,3.48,1.10
80,0.41,-0.90,0.25,-0.12,2.32,0.73
90,0.41,-0.90,0.24,-0.12,2.32,0.55
100,0.41,-0.90,0.24,-0.12,2.38,0.49
110,0.41,-0.89,0.24,-0.12,2.38,0.18
120,0.41,-0.89,0.25,-0.18,2.44,0.24
130,0.42,-0.89,0.25,-0.06,2.44,0.24
140,0.42,-0.90,0.25,0.00,2.38,0.31
150,0.42,-0.90,0.25,0.00,2.32,0.37
160,0.41,-0.90,0.25,-0.12,1.95,0.55
170,0.41,-0.90,0.25,-0.24,2.08,0.67
180,0.41,-0.90,0.25,-0.24,2.20,0.73
190,0.41,-0.90,0.25,-0.31,2.44,0.79
200,0.41,-0.90,0.25,-0.61,2.56,0.79
210,0.41,-0.90,0.25,-0.67,2.93,0.98
220,0.41,-0.90,0.25,-0.79,3.05,0.98
230,0.41,-0.90,0.25,-0.98,3.05,0.92
240,0.41,-0.90,0.25,-0.98,2.99,0.92
250,0.40,-0.90,0.25,-0.98,3.05,0.79
260,0.40,-0.90,0.25,-0.85,2.93,0.73
270,0.40,-0.90,0.25,-0.92,2.81,0.55
280,0.41,-0.89,0.25,-0.98,2.56,0.49
290,0.41,-0.90,0.25,-0.92,2.56,0.43
300,0.41,-0.90,0.25,-0.61,2.32,0.37
310,0.41,-0.90,0.25,-0.67,1.95,0.24
320,0.40,-0.90,0.25,-0.49,1.95,0.00
330,0.40,-0.90,0.25,-0.67,1.71,-0.06
340,0.40,-0.90,0.25,-0.61,1.77,-0.18
350,0.40,-0.90,0.25,-0.61,1.77,-0.31
360,0.40,-0.90,0.25,-0.73,2.20,-0.61
370,0.40,-0.90,0.25,-0.73,2.26,-0.67
380,0.41,-0.90,0.25,-1.04,2.44,-0.73
390,0.41,-0.90,0.25,-0.98,2.50,-0.67
400,0.41,-0.89,0.25,-0.85,2.44,-0.79
410,0.41,-0.89,0.25,-0.61,1.95,-0.61
420,0.41,-0.89,0.25,-0.49,1.71,-0.85
430,0.41,-0.89,0.25,-0.55,1.40,-0.85
440,0.41,-0.89,0.25,-0.31,1.28,-0.98
450,0.41,-0.89,0.25,-0.12,1.04,-0.98
470,0.41,-0.90,0.25,-0.31,1.10,-1.04
480,0.41,-0.90,0.25,-0.49,1.16,-1.10
490,0.41,-0.90,0.25,-0.55,1.34,-0.92
500,0.41,-0.90,0.25,-0.61,1.77,-0.61
510,0.41,-0.89,0.25,-0.55,1.83,-0.55
520,0.42,-0.89,0.25,-0.55,1.71,-0.37
530,0.41,-0.89,0.25,-0.55,1.65,-0.12
540,0.42,-0.89,0.25,-0.43,1.59,0.06
550,0.42,-0.89,0.25,-0.24,1.46,0.31
560,0.41,-0.90,0.25,-0.12,1.53,0.43
570,0.41,-0.90,0.25,0.00,1.46,0.43
580,0.41,-0.90,0.25,-0.18,1.22,0.37
590,0.41,-0.90,0.25,-0.18,1.28,0.43
600,0.41,-0.89,0.25,-0.12,1.34,0.49
610,0.41,-0.89,0.25,-0.12,1.40,0.67
620,0.41,-0.89,0.25,-0.31,1.40,0.73
630,0.41,-0.89,0.25,-0.12,1.16,0.79
640,0.41,-0.89,0.25,0.18,1.28,0.92
650,0.41,-0.89,0.25,0.37,0.85,1.28
660,0.41,-0.89,0.25,0.55,0.73,1.22
670,0.41,-0.90,0.25,0.37,0.92,1.10
680,0.41,-0.90,0.25,0.18,0.85,1.10
690,0.41,-0.90,0.25,0.12,0.98,1.16
700,0.41,-0.90,0.24,0.18,1.10,1.28
710,0.41,-0.90,0.25,0.00,1.16,1.59
720,0.41,-0.90,0.25,0.06,1.22,1.65
730,0.41,-0.89,0.25,0.12,1.10,1.77
740,0.41,-0.89,0.25,0.31,1.10,1.95
750,0.41,-0.90,0.25,0.55,0.98,2.14
760,0.40,-0.90,0.25,0.67,0.73,2.08
770,0.40,-0.90,0.25,0.61,0.67,1.95
780,0.40,-0.90,0.25,0.43,0.49,1.89
790,0.40,-0.90,0.25,0.43,0.73,1.65
800,0.40,-0.90,0.24,0.18,0.98,1.53
810,0.40,-0.90,0.25,0.18,1.22,1.34
820,0.40,-0.90,0.25,0.31,1.22,1.22
830,0.40,-0.90,0.25,0.31,1.22,1.04
840,0.41,-0.90,0.25,0.37,1.04,0.98
860,0.40,-0.90,0.25,0.73,0.67,1.10
870,0.40,-0.90,0.25,0.85,0.67,1.10
880,0.40,-0.90,0.24,0.79,0.49,1.04
890,0.40,-0.90,0.24,0.79,0.61,1.04
900,0.40,-0.90,0.24,0.85,0.73,0.85
910,0.40,-0.90,0.24,0.92,0.73,0.67
920,0.40,-0.90,0.24,0.73,0.79,0.67
930,0.40,-0.90,0.24,0.61,0.98,0.67
940,0.40,-0.90,0.24,0.73,1.16,0.31
950,0.40,-0.90,0.25,0.79,0.92,0.18
960,0.40,-0.90,0.25,0.98,0.73,-0.06
970,0.40,-0.90,0.25,1.16,0.61,-0.12
980,0.40,-0.90,0.25,1.04,0.55,-0.18
990,0.40,-0.90,0.25,1.04,0.55,-0.31
1000,0.40,-0.90,0.25,0.98,0.67,-0.31
1010,0.41,-0.89,0.25,0.79,0.67,-0.31
1020,0.41,-0.90,0.25,0.79,0.79,-0.24
1030,0.41,-0.90,0.25,0.61,0.92,-0.24
1040,0.41,-0.90,0.25,0.31,1.04,0.00
1050,0.41,-0.90,0.25,0.31,1.16,0.06
1060,0.41,-0.90,0.25,0.24,1.16,0.06
1070,0.41,-0.90,0.25,0.24,1.16,0.06
1080,0.41,-0.90,0.25,0.24,1.22,0.18
1090,0.41,-0.90,0.25,0.37,1.16,0.24
1100,0.41,-0.90,0.25,0.49,1.16,0.43
1110,0.41,-0.90,0.25,0.55,1.04,0.61
1120,0.41,-0.90,0.25,0.37,1.16,0.73
1130,0.41,-0.90,0.25,0.31,0.98,0.61
1140,0.41,-0.90,0.25,0.18,1.22,0.67
1150,0.41,-0.89,0.25,0.12,1.28,0.79
