timestamp,accX,accY,accZ,gyrX,gyrY,gyrZ
0,0.35,-0.90,0.28,12.70,-29.85,5.86
10,0.35,-0.90,0.28,12.63,-30.15,5.86
20,0.35,-0.90,0.28,12.51,-30.88,6.10
30,0.34,-0.90,0.28,12.15,-30.76,6.16
40,0.34,-0.91,0.28,12.15,-30.82,6.41
50,0.34,-0.92,0.28,12.02,-30.88,6.47
60,0.34,-0.92,0.27,11.72,-30.94,6.77
70,0.33,-0.93,0.27,10.86,-30.58,6.84
80,0.33,-0.94,0.27,10.56,-29.91,6.96
90,0.33,-0.95,0.26,10.13,-29.11,7.14
100,0.32,-0.95,0.26,9.70,-28.38,7.20
110,0.32,-0.95,0.26,9.16,-27.59,7.51
120,0.32,-0.95,0.25,8.30,-25.88,8.12
130,0.32,-0.94,0.25,8.00,-24.66,8.24
140,0.31,-0.94,0.25,7.75,-23.99,8.73
150,0.31,-0.93,0.24,7.57,-23.13,8.85
160,0.31,-0.93,0.24,7.51,-22.34,9.03
170,0.31,-0.93,0.23,7.14,-21.12,9.09
180,0.30,-0.94,0.23,7.08,-20.45,9.03
190,0.30,-0.94,0.23,6.84,-19.90,8.97
200,0.30,-0.94,0.23,6.59,-19.04,8.85
210,0.30,-0.94,0.23,6.35,-18.07,8.54
220,0.30,-0.94,0.23,5.68,-15.81,7.63
230,0.30,-0.95,0.23,5.55,-14.59,7.32
240,0.30,-0.95,0.23,5.25,-13.61,7.02
250,0.30,-0.95,0.23,4.76,-12.57,6.90
260,0.30,-0.95,0.23,4.52,-11.78,6.65
270,0.30,-0.95,0.23,4.21,-10.31,6.65
280,0.30,-0.95,0.23,4.03,-9.58,6.77
290,0.30,-0.95,0.23,3.85,-8.97,7.08
300,0.29,-0.94,0.23,3.72,-8.06,7.14
310,0.29,-0.94,0.23,3.54,-7.26,7.20
320,0.29,-0.94,0.24,3.42,-6.10,7.45
330,0.29,-0.94,0.24,3.48,-5.68,7.32
340,0.29,-0.94,0.24,3.72,-5.25,7.26
350,0.29,-0.94,0.24,3.42,-4.94,7.02
360,0.29,-0.94,0.24,3.54,-4.88,6.29
380,0.29,-0.93,0.25,3.23,-3.72,5.62
390,0.29,-0.93,0.25,3.48,-3.05,5.25
400,0.29,-0.94,0.25,3.17,-2.38,4.82
410,0.28,-0.94,0.25,2.81,-0.92,3.91
420,0.29,-0.94,0.25,2.08,-0.31,3.66
430,0.29,-0.93,0.25,1.83,0.37,3.30
440,0.29,-0.93,0.25,1.53,0.85,3.05
450,0.29,-0.93,0.25,1.10,1.34,2.69
460,0.30,-0.93,0.25,0.79,1.53,1.95
470,0.29,-0.93,0.25,0.55,1.65,1.59
480,0.30,-0.94,0.25,0.37,2.08,1.22
490,0.30,-0.94,0.25,0.24,2.44,0.92
500,0.30,-0.94,0.25,-0.24,2.93,0.61
510,0.30,-0.94,0.25,-1.10,4.46,-0.06
520,0.30,-0.95,0.25,-1.34,5.37,-0.12
530,0.30,-0.95,0.25,-1.77,6.59,-0.18
540,0.30,-0.95,0.25,-2.38,7.81,-0.31
550,0.30,-0.96,0.24,-3.05,8.79,-0.24
560,0.30,-0.96,0.24,-4.21,11.60,0.12
570,0.30,-0.96,0.24,-4.82,12.76,0.06
580,0.31,-0.95,0.24,-5.19,14.10,0.06
590,0.30,-0.95,0.24,-5.74,15.14,0.12
600,0.30,-0.95,0.24,-6.16,16.17,0.24
610,0.30,-0.95,0.24,-6.84,18.31,0.43
620,0.30,-0.95,0.24,-7.20,19.17,0.37
630,0.30,-0.95,0.24,-7.45,20.02,0.37
640,0.30,-0.95,0.24,-7.81,20.87,0.31
650,0.30,-0.95,0.24,-8.18,21.67,0.12
660,0.30,-0.95,0.24,-8.85,23.44,-0.06
670,0.30,-0.95,0.24,-9.52,24.29,-0.06
680,0.30,-0.95,0.24,-9.77,25.21,-0.37
690,0.30,-0.95,0.24,-10.50,26.06,-0.55
700,0.30,-0.95,0.24,-11.23,27.22,-0.55
710,0.30,-0.94,0.24,-12.33,29.79,-0.92
720,0.29,-0.94,0.23,-12.88,31.01,-1.10
730,0.30,-0.94,0.24,-13.31,32.47,-1.46
740,0.30,-0.94,0.24,-13.79,33.81,-1.53
750,0.30,-0.94,0.23,-14.22,34.91,-1.89
770,0.31,-0.93,0.23,-15.50,37.78,-2.38
780,0.31,-0.93,0.23,-15.75,38.64,-2.69
790,0.31,-0.93,0.23,-15.87,39.18,-3.11
800,0.32,-0.93,0.23,-15.99,39.98,-3.60
810,0.32,-0.94,0.24,-16.54,40.47,-4.09
820,0.32,-0.94,0.23,-17.09,40.77,-4.33
830,0.32,-0.94,0.23,-17.40,41.56,-4.64
840,0.32,-0.94,0.23,-17.64,42.36,-4.70
850,0.32,-0.93,0.23,-18.37,44.31,-5.00
860,0.32,-0.93,0.23,-18.68,45.23,-5.00
870,0.33,-0.93,0.23,-18.98,46.02,-5.13
880,0.33,-0.94,0.23,-19.23,46.81,-5.25
890,0.33,-0.93,0.23,-19.59,47.73,-5.31
900,0.33,-0.93,0.23,-20.26,48.77,-5.62
910,0.34,-0.93,0.23,-20.51,49.13,-5.74
920,0.34,-0.92,0.23,-20.81,49.44,-5.98
930,0.34,-0.92,0.23,-20.94,49.74,-6.29
940,0.34,-0.92,0.23,-20.94,49.87,-6.65
950,0.34,-0.92,0.23,-21.48,49.99,-7.02
960,0.35,-0.92,0.23,-21.55,49.87,-7.32
970,0.35,-0.92,0.23,-21.67,49.93,-7.63
980,0.35,-0.92,0.24,-21.85,50.05,-7.81
990,0.35,-0.92,0.24,-22.34,50.17,-8.12
1000,0.31,-0.92,0.23,-23.44,51.03,-8.61
1010,0.34,-0.92,0.23,-24.11,52.12,-8.91
1020,0.34,-0.92,0.23,-24.78,53.16,-9.28
1030,0.35,-0.91,0.23,-25.27,54.50,-9.52
1040,0.36,-0.91,0.24,-25.88,55.42,-10.01
1050,0.38,-0.92,0.24,-27.47,56.40,-10.99
1060,0.39,-0.92,0.24,-28.38,56.76,-11.41
1070,0.39,-0.92,0.24,-29.11,56.95,-11.78
1080,0.39,-0.92,0.24,-29.79,57.37,-12.08
1090,0.40,-0.93,0.23,-30.88,58.41,-12.82
1100,0.43,-0.93,0.23,-32.59,59.02,-14.04
1110,0.43,-0.95,0.24,-33.45,59.57,-14.47
1120,0.43,-0.97,0.24,-34.55,60.49,-14.89
1130,0.43,-0.98,0.24,-35.77,61.83,-14.95
1140,0.44,-0.97,0.24,-37.66,63.35,-14.95
