timestamp,accX,accY,accZ,gyrX,gyrY,gyrZ
0,0.07,0.95,0.02,14.34,76.11,6.71
10,0.08,0.93,0.05,14.40,75.87,6.29
20,0.09,0.93,0.06,14.28,71.47,6.35
30,0.09,0.92,0.08,13.43,69.21,5.98
40,0.10,0.93,0.08,12.15,66.35,5.49
50,0.10,0.93,0.08,11.05,62.68,5.31
60,0.09,0.92,0.08,10.13,58.53,4.88
70,0.09,0.92,0.08,7.39,52.67,2.87
80,0.06,0.92,0.09,5.80,49.99,1.95
90,0.06,0.91,0.08,4.58,48.28,1.10
100,0.06,0.92,0.08,3.42,47.73,-0.06
110,0.05,0.92,0.07,1.83,47.55,-1.22
120,0.06,0.93,0.07,-0.92,47.30,-3.91
130,0.08,0.93,0.07,-2.50,46.14,-4.64
140,0.08,0.94,0.06,-3.91,44.43,-5.25
150,0.08,0.95,0.05,-5.00,41.87,-5.80
160,0.08,0.96,0.05,-5.98,38.88,-6.41
170,0.08,0.97,0.01,-7.20,31.92,-7.57
180,0.10,0.97,0.01,-7.87,28.32,-8.00
190,0.01,1.02,-0.00,-9.09,24.17,-8.85
200,0.05,1.02,-0.01,-7.39,24.54,-9.70
210,0.08,1.01,-0.02,-5.74,25.27,-9.34
220,0.08,1.01,-0.01,-4.46,22.71,-7.81
230,0.13,1.01,0.01,-3.48,21.06,-7.14
240,0.15,1.00,0.02,-2.81,17.64,-5.68
250,0.16,0.99,0.03,-1.59,12.94,-4.70
260,0.15,0.99,0.03,-1.16,7.69,-3.05
270,0.09,1.00,0.02,-0.61,-0.61,-2.08
280,0.12,0.97,0.02,0.73,-0.98,-1.89
290,0.10,0.97,0.02,0.55,-1.53,-2.20
300,0.10,0.98,0.02,-0.18,-1.22,-3.05
310,0.09,0.98,0.01,-0.92,-0.67,-4.21
320,0.06,0.99,0.03,-1.22,1.65,-6.29
330,0.13,0.98,0.05,-1.16,5.25,-6.71
340,0.13,0.98,0.06,-1.04,5.07,-7.02
350,0.15,0.99,0.07,-0.85,3.66,-6.53
360,0.16,0.98,0.07,-0.85,1.65,-5.00
380,0.17,0.97,0.09,-0.06,-9.89,-1.71
390,0.16,0.98,0.10,-0.31,-14.59,0.06
400,0.15,0.98,0.09,-0.61,-18.19,1.34
410,0.14,0.97,0.09,-0.98,-23.13,2.50
