timestamp,accX,accY,accZ,gyrX,gyrY,gyrZ
0,0.42,0.81,0.01,1.53,-0.31,3.97
10,0.41,0.81,-0.01,0.67,0.92,3.23
20,0.41,0.81,-0.02,0.31,3.30,2.14
30,0.42,0.81,-0.03,-0.31,7.57,-0.61
40,0.44,0.85,-0.03,-2.62,8.54,-2.01
50,0.45,0.87,-0.04,-3.30,8.24,-2.75
60,0.45,0.87,-0.05,-3.17,8.18,-2.81
70,0.47,0.87,-0.04,-2.50,8.18,-2.32
80,0.47,0.85,-0.04,-1.34,6.90,-0.55
90,0.47,0.84,-0.05,-0.73,6.47,0.31
100,0.47,0.84,-0.05,-0.49,5.98,0.61
110,0.47,0.83,-0.05,-0.24,5.80,0.55
120,0.47,0.82,-0.06,0.43,5.49,0.37
130,0.46,0.81,-0.06,1.34,5.19,-0.98
140,0.46,0.79,-0.05,1.34,5.49,-1.59
150,0.46,0.78,-0.04,1.10,6.16,-2.08
160,0.46,0.77,-0.02,0.98,6.47,-2.44
170,0.46,0.76,-0.01,0.61,6.47,-2.75
180,0.46,0.76,-0.00,-1.16,5.92,-3.11
190,0.47,0.78,-0.00,-2.69,5.25,-3.78
200,0.47,0.79,-0.01,-4.33,4.70,-4.46
210,0.47,0.79,-0.01,-5.31,4.21,-4.76
220,0.46,0.78,-0.02,-6.59,4.15,-4.94
230,0.45,0.77,-0.01,-9.77,5.07,-5.62
240,0.44,0.75,-0.01,-11.23,5.80,-6.35
250,0.45,0.73,0.00,-12.70,6.41,-7.57
260,0.46,0.70,-0.00,-13.85,6.84,-9.16
270,0.46,0.67,0.00,-14.89,6.84,-11.29
280,0.47,0.63,0.03,-17.76,7.14,-15.75
290,0.46,0.61,0.04,-18.80,7.51,-18.19
300,0.44,0.59,0.05,-19.90,7.81,-20.81
310,0.43,0.57,0.05,-20.75,8.36,-23.56
320,0.43,0.54,0.06,-21.79,8.91,-26.67
330,0.43,0.49,0.07,-24.17,7.57,-32.84
340,0.43,0.46,0.08,-26.06,5.74,-36.13
350,0.41,0.42,0.09,-28.02,3.85,-39.67
360,0.41,0.39,0.11,-29.97,2.44,-43.95
370,0.39,0.34,0.10,-31.74,0.31,-54.02
390,0.32,0.25,0.08,-38.51,2.01,-65.61
400,0.30,0.21,0.08,-41.02,4.33,-72.08
410,0.27,0.18,0.09,-44.49,7.39,-77.82
420,0.21,0.16,0.10,-49.93,19.59,-91.06
430,0.20,0.19,0.09,-60.97,24.60,-99.73
440,0.16,0.18,0.08,-66.22,27.77,-107.67
450,0.11,0.19,0.04,-71.78,32.53,-111.94
460,0.06,0.18,-0.03,-76.97,40.34,-116.94
470,0.05,0.17,-0.10,-87.59,65.86,-125.85
480,0.06,0.25,-0.19,-92.71,81.73,-127.56
490,0.12,0.25,-0.22,-93.87,95.03,-128.17
500,0.14,0.25,-0.27,-95.64,103.33,-130.13
510,0.10,0.32,-0.37,-100.52,109.62,-133.79
520,0.07,0.48,-0.49,-114.14,129.82,-138.18
530,0.12,0.94,-0.80,-120.06,140.69,-140.44
540,0.23,1.26,-0.94,-122.80,150.09,-141.97
550,0.39,1.55,-1.08,-120.54,155.76,-139.47
560,0.56,1.80,-1.22,-109.44,155.70,-130.37
570,0.66,2.07,-1.64,-80.99,146.00,-92.77
580,0.63,2.45,-1.92,-78.80,146.55,-101.26
590,0.84,2.92,-2.52,-77.70,151.73,-117.86
600,1.29,3.53,-3.32,-84.11,160.83,-138.73
610,1.92,3.44,-3.92,-47.06,174.32,-156.37
620,2.72,3.47,-3.98,84.84,202.64,-92.53
630,3.17,2.54,-3.78,188.42,211.24,-54.69
640,3.51,1.80,-3.62,286.25,205.75,17.94
650,3.51,1.31,-3.57,348.27,175.17,93.81
660,3.38,0.82,-3.49,395.32,130.07,140.69
670,2.94,0.06,-3.27,441.65,46.14,186.46
680,2.61,-0.08,-3.10,444.95,19.84,200.13
690,2.39,-0.27,-2.84,450.13,7.45,214.36
